New Site Code,Asset Number,Catchment, Action Number,Site Number ,Waterway Action Plan ,Landholder,Contact,Action Summary ,Action ,Priority in WAP,Numeric Priority (Based on WAP),Lead Agency,Easting GDA 94 (start of works only),Northing GDA 94  (start of works only), Cost Estimate of Works , Actual Cost of Works , Status ,Inpsected ,Comments,Unnamed: 20,Unnamed: 21
WAP_2025_08_00481,,Reach T2,T2/2,Unknown,Spring/Tucker Creek WAP 2006,Unknown,Null,Assess integrity of pile field and provide appropriate stabilisation if necessary.,Stability,Very High,4,,691755,5886384,"$5,000.00",$-,Defered,,Pile field is being undermined and requires structural assessment.,,
WAP_2025_08_00482,,Reach T2,T2/2,Unknown,Spring/Tucker Creek WAP 2006,Unknown,Null,Assess integrity of pile field and provide appropriate stabilisation if necessary.,Stability,Very High,4,,691377,5886470,"$5,000.00",$-,Defered,,Pile field is being undermined and requires structural assessment.,,
WAP_2025_08_00483,,Reach T2,T2/2,Unknown,Spring/Tucker Creek WAP 2006,David Shaw,5354 9227,Reconstruct chute using well graded rock mix.,Stability,High,3,WCMA,691695,5886435,"$15,000.00",$-,Completed,,Rock chute is failing at ford crossing. Done,,
WAP_2025_08_00484,,Reach T2,T2/3,Unknown,Spring/Tucker Creek WAP 2006,David Shaw,5355 9227,Stabilise headcut.,Stability,Very High,4,,691638,5886531,"$12,000.00",$-,Unknown,2014-15,Actice erosion head in tributary.,,
WAP_2025_08_00485,22,Unknown,0304_043,Unknown,Wattle Creek WAP 2005,Noel Supple,5357 3257,Replace failed drop structure,Stability,High,3,WCMA,683980,5914861,"$35,130.00","$31,730.00",Completed,,,,
WAP_2025_08_00486,26,Unknown,0304_044,Unknown,Wattle Creek WAP 2005,Gerald Parry,5357 4250,Replace failed drop structure,Stability,High,3,WCMA,681045,5915191,"$18,700.00","$16,000.00",Completed,,More stages to go u/s  and d/s of works. Done. Constructed as Asset 26. Monitor,,
WAP_2025_08_00487,146,Unknown,0304_046,Unknown,Wattle Creek WAP 2005,Ray Murphy,5356 9281,Stabilise erosion head,Stability,Medium,2,WCMA,687778,5903485,"$4,290.00","$2,635.00",Completed,,,,
WAP_2025_08_00488,,Reach 1,E 1/1,R1,Wattle Creek WAP 2005,Unknown,Null,Protect the stream morphology through construction of stock watering access facilities and fence out section,Fencing & Revegetation,High,3,WCMA,671920,5909547,"$50,000.00",$-,Unknown,,Deep old course pools with good structure require protection from uncontrolled stock access. refer to Grazor - bottom of Heifer Station Creek,,
WAP_2025_08_00489,,Reach 2,E 1/2,R2,Wattle Creek WAP 2005,Unknown,Null,Protect the stream habitat values through construction of stock watering access facilities and fence out section,Fencing & Revegetation,Low,1,WCMA,672477,5910123,"$50,000.00",$-,Unknown,,Mainstem course has good structure and remnant requires protection from uncontrolled stock access,,
WAP_2025_08_00490,,Reach 1,E 1/2,Unknown,Wattle Creek WAP 2005,Unknown,Null,Undertake detailed fish and fauna study,Fish and Fauna Study,Low,1,,671920,5909547,$-,$-,Unknown,,Residual pools important for refuge habitat but values unknown,,
WAP_2025_08_00491,,Reach 3,E 1/3,R3,Wattle Creek WAP 2005,Unknown,Null,Protect the  habitat values through construction of a fence around the core swamp asset,Fencing & Revegetation,Medium,2,WCMA,679200,5912500,"$7,000.00",$-,Unknown,,Old swamp morphology with remnant sedges community may support seasonal frog population,,
WAP_2025_08_00492,,Reach 7,E 1/7,R7,Wattle Creek WAP 2005,Unknown,Null,Negotiate protection of the habitat values through construction of a fence around the core swamp asset and reveg,Fencing & Revegetation,Medium,2,WCMA,682000,5909600,"$7,700.00",$-,Unknown,,Old swamp morphology with remnant sedges community may support seasonal frog population,,
WAP_2025_08_00493,,Reach 2,E 2/2,Unknown,Wattle Creek WAP 2005,Unknown,Null,Undertake detailed fish and fauna study,Fish and Fauna Study,High,3,,672477,5910123,$-,$-,Unknown,,Residual pools important for refuge habitat but values unknown,,
WAP_2025_08_00494,,Reach 4,E 2/4,R4,Wattle Creek WAP 2005,Unknown,Null,Protect the habitat values through construction of a fence around the core swamp asset in cooperation with the landowner,Fencing & Revegetation,Medium,2,WCMA,682000,5910300,"$8,400.00",$-,Unknown,,Old swamp morphology with remnant sedges and Buloke community may support seasonal frog population and be floristically significant,,
WAP_2025_08_00495,,Reach 1,E1/3,R1/1,Wattle Creek WAP 2005,Unknown,Null,Support Greens Swamp rehabilitation plan,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,$-,$-,Unknown,,Greens Swamp provides important habitat,,
WAP_2025_08_00496,,Reach 4,E1/4,R4,Wattle Creek WAP 2005,Unknown,Null,Negotiate stock access control and fencing with adjoining landowners and revegetate.,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,"$49,000.00",$-,Unknown,,Mainstem vegetation and numerous waterholes along mainstem with aged RRG and pool habitats need stronger protection,,
WAP_2025_08_00497,,Reach 5,E1/5,R5,Wattle Creek WAP 2005,Unknown,Null,Negotiate stock access control and fencing with adjoining landowners and revegetate.,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,"$35,000.00",$-,Unknown,,Mainstem vegetation and numerous waterholes along mainstem with aged RRG and pool habitats need stronger protection,,
WAP_2025_08_00498,,Reach 6,E1/6,R 6,Wattle Creek WAP 2005,Unknown,Null,Negotiate stock access control and fencing with adjoining landowners and revegetate.,Fencing & Revegetation,High,3,WCMA,Reach,Reach,"$28,000.00",$-,Unknown,,Mainstem vegetation and numerous waterholes along mainstem with aged RRG and pool habitats need stronger protection,,
WAP_2025_08_00499,,Reach 8,E1/8,R8,Wattle Creek WAP 2005,Unknown,Null,Protect the stream morphology through construction of stock watering access facilities and fence out section,Fencing & Revegetation,Medium,2,WCMA,Upper reach,Upper reach,"$50,000.00",$-,Unknown,,Deep old course pool form with good structure require protection from uncontrolled stock access,,
WAP_2025_08_00500,,Reach 9,E1/9,R9,Wattle Creek WAP 2005,Unknown,Null,Protect the stream morphology through construction of stock watering access facilities and fence out section,Fencing & Revegetation,Medium,2,WCMA,Upper reach,Upper reach,"$75,000.00",$-,Unknown,,Deep old course pool form in around Landsborough with good structure require protection from uncontrolled stock access,,
WAP_2025_08_00501,,Reach 2,E3/2,R2,Wattle Creek WAP 2005,Unknown,Null,Seek to add habitat elements to pool areas,Fencing & Revegetation,Medium,2,WCMA,676500,5912500,"$20,000.00",$-,Unknown,,Enlarged stream sections have permanent water pools but little habitat complexity,,
WAP_2025_08_00502,,Reach 4,E3/4,R4/6,Wattle Creek WAP 2005,Unknown,Null,Protect old course Reserve through cooperative management effort with a view to rehabilitate,Fencing & Revegetation,Medium,2,WCMA,688000,5914500,"$12,000.00",$-,Unknown,,Old course s of Blind Creek through reserve have good vegetation and old wetland morphology,,
WAP_2025_08_00503,,Reach 1,F1/1,R1/1,Wattle Creek WAP 2005,Unknown,Null,Negotiate flood warning  signage for road crossing of greens creek and Stawell Avoca and Parry Jones Roads,Flood Signage,Medium,2,Refered to Council,Reach,Reach,$-,$-,Unknown,,Road safety danger through flooding of Stawell Avoca and Parry Jones Road in large events,,
WAP_2025_08_00504,,Reach 1,F1/2,R1/1,Wattle Creek WAP 2005,Unknown,Null,Negotiate flood warning  signage for road crossing of Stawell Avoca Road,Flood Signage,Medium,2,Refered to Council,Reach,Reach,$-,$-,Unknown,,Road safety danger through broad flooding of Stawell Avoca  Road in large events,,
WAP_2025_08_00505,,Reach 3,F1/3,R3 and R3/2/1,Wattle Creek WAP 2005,Unknown,Null,Negotiate flood warning  signage for road crossing of Stawell Avoca Road,Flood Signage,Medium,2,Refered to Council,Reach,Reach,$-,$-,Unknown,,Road safety danger through broad flooding of Stawell Avoca  Road in large events at main stem and Batcocks scour,,
WAP_2025_08_00506,,Reach 4,F1/4,R4 and R4/6,Wattle Creek WAP 2005,Unknown,Null,Negotiate flood warning signage for road crossing of Stawell Avoca Road and review flood management options for Navarre township,Flood Signage,High,3,Refered to Council,Multiple,Multiple,"$12,000.00",$-,Unknown,,Road safety danger through broad flooding of Stawell Avoca Road and Navarre from Blind Creek in large events,,
WAP_2025_08_00507,,Reach 4,F1/5,R4 and R4/6,Wattle Creek WAP 2005,Unknown,Null,Negotiate for improved flood warning signage for road crossings with Council,Flood Signage,High,3,Refered to Council,Reach,Reach,"$12,000.00",$-,Unknown,,"Road safety danger through broad flooding of Barkly Navarre road, Marland Road, Bibby's Road and Marshalls Lane in large events",,
WAP_2025_08_00508,,Reach 6,F1/6,R6,Wattle Creek WAP 2005,Unknown,Null,Negotiate for improved flood warning signage for road crossing with Council,Flood Signage,High,3,Refered to Council,Reach,Reach,$-,$-,Unknown,,Road safety danger through broad flooding of Landsborough Barkly Road in large events,,
WAP_2025_08_00509,,Reach 7,F1/7,R7,Wattle Creek WAP 2005,Unknown,Null,Negotiate improved flood warning  signage for road crossing,Flood Signage,Medium,2,Refered to Council,681291,5909758,$-,$-,Unknown,,Road safety danger through broad flooding of Tulkara Road in large events at main stem scour limited road safety warnings,,
WAP_2025_08_00510,,Reach 1,F1/8,R1/1,Wattle Creek WAP 2005,Unknown,Null,Negotiate flood warning  signage for road crossings,Flood Signage,Medium,2,Refered to Council,Reach,Reach,$-,$-,Unknown,,Road safety danger through flooding of minor rural roads in large events,,
WAP_2025_08_00511,,Reach 1,F1/9,R1/1,Wattle Creek WAP 2005,Unknown,Null,Undertake detailed flood analysis to determine assets at risk,Flood Management,High,3,WCMA & Council,Landsborough,Landsborough,"$15,000.00",$-,Unknown,,Road safety danger through flooding of Landsborough township in large events,,
WAP_2025_08_00512,,Reach 1,F2/1,R1 and R1/1,Wattle Creek WAP 2005,Unknown,Null,Undertake a flood modelling investigation for the lower Heifer and Greens Creek catchments,Flood Management,Low,1,WCMA & Council,Reach,Reach,"$30,000.00",$-,Unknown,,A lack of quality flood modelling to guide risk management programs,,
WAP_2025_08_00513,,Reach 1,F2/2,R1 and R1/1,Wattle Creek WAP 2005,Unknown,Null,Undertake a flood modelling investigation for the Lower Heifer Station and Howards Creek floodplain and tributaries,Flood Management,Low,1,WCMA & Council,Reach,Reach,"$45,000.00",$-,Unknown,,A lack of quality flood modelling to guide risk management programs in a  area downstream of junction of major catchments,,
WAP_2025_08_00514,,Reach 3,F2/3,R3,Wattle Creek WAP 2005,Unknown,Null,Undertake a flood modelling investigation for the tributaries of Batcocks Scour,Flood Management,Low,1,WCMA & Council,Reach,Reach,"$25,000.00",$-,Unknown,,A lack of quality flood modelling to guide risk management programs in a area done stream of junction of major catchments,,
WAP_2025_08_00515,,Reach 4,F2/4,"R4/1, R4/2/1",Wattle Creek WAP 2005,Unknown,Null,Undertake a flood modelling investigation for the tributaries of R4/1,Flood Management,Medium,2,WCMA & Council,Multiple,Multiple,"$20,000.00",$-,Unknown,,A lack of quality flood modelling to guide risk management programs in an area downstream of junction of major catchments arising from the Landsborough Hill range,,
WAP_2025_08_00516,,Reach 7,F2/7,R,Wattle Creek WAP 2005,Unknown,Null,Undertake a flood modelling investigation for the lower Howard Creek Floodplain,Flood Management,Low,1,WCMA & Council,Reach,Reach,"$32,000.00",$-,Unknown,,A lack of quality flood modelling to guide risk management programs in the lower Howard Creek floodplain through to Junction with Heifer Station Creek,,
WAP_2025_08_00517,,Reach 5,S 2/5,R5/4/1/ R5/4/2,Wattle Creek WAP 2005,Unknown,Null,"Undertake staged bed and bank works on whole of tributaries over 5 years to settle bank erosion through toe groynes, bench establishment and provision of primary channel in bed, fence and plant. (Council to assist with repair of black brute culvert under road.)",Stability,Urgent,5,WCMA,694889,5912100,"$128,000.00",$-,Completed,,Major incision with block failure of banks after finish of primary bed erosion (some minor bed erosion still occurring) direct impact on Wattle Creek. Upstream segment eroding in foothills forming gullies. Constructed 05/06 Driscolls,,
WAP_2025_08_00518,,Reach 5,S 3/5,R5/4/1,Wattle Creek WAP 2005,Unknown,Null,"Undertake staged bed and bank works on segment to settle bank erosion through toe groynes, bench establishment and provision of primary channel in bed, fence and plant",Stability,Urgent,5,WCMA,694825,5912548,"$200,000.00",$-,Completed,,Major incision with block failure of banks after finish of primary bed erosion (some minor bed erosion still occurring) direct impact on Wattle Creek,,
WAP_2025_08_00519,,Reach 7,S 3/7,R7/3/5,Wattle Creek WAP 2005,Unknown,Null,Monitor and re-establish past works and control erosion plus refence and vegetate,Stability,High,3,,682000,590700,"$25,000.00",$-,Completed,,Past SCA works in decline - check banks and re- entries in poor condition and lack of vegetation contributing to poor channel and bank conditions. Site Fecned and revegetated - Joe Peacocks,,
WAP_2025_08_00520,,Reach 3,S 4/3,R3/2/3,Wattle Creek WAP 2005,Gerald Parry,5358 4250,"Stage trial works on segment to settle bank erosion through toe groynes, bench establishment and provision of primary channel in bed",Stability,Very High,4,WCMA,683054,5917657,"$50,000.00",$-,Completed,2014-15,Major incision with spectacular block failure of banks after finish of primary bed erosion (some minor bed erosion still occurring,,
WAP_2025_08_00521,,Reach 5,S 4/5,"R5/3/1, R5/2/1",Wattle Creek WAP 2005,Unknown,Null,"Undertake staged bed and bank works on segment to settle bank erosion through toe groynes, bench establishment and provision of primary channel in bed, fence and plant",Stability,Urgent,5,WCMA,694507,5914334,"$224,000.00",$-,Ongoing,,Major incision with bank erosion after finish of primary bed erosion in upper reaches (some minor bed erosion still occurring) direct impact on Wattle Creek  - Some old SCA structures to re-establish. Moniotor. No survey undertaken.,,
WAP_2025_08_00522,,Reach 5,S 4/6,R5/1/2,Wattle Creek WAP 2005,Unknown,Null,"Establish de-energisation pool d/s at the culvert, chutes, groyne protection for banks, handle overbank re-entry, fence and revegetate channel",Stability,Low,1,WCMA,691400,591000,"$64,000.00",$-,Planning,2009-10,Deep incision and channelisation and headward erosion and bank slumping  leading to destabilisation of tributary d/s of Stawell Avoca Road. Priority lowered 08/09/09 following inspection,,
WAP_2025_08_00523,,Reach 7,S 4/7,"R7/2/1, R7/2/2",Wattle Creek WAP 2005,Unknown,Null,Re-establish past works and control erosion and revegetate,Stability,High,3,,685300,590300,"$45,000.00",$-,Defered,,Past SCA works in decline  - Old channel incision and erosion reactivated. Road culvert eroding d/s of Friends Road. Harold Smith - monitor - Council Road,,
WAP_2025_08_00524,,Reach 5,S 5/5,R5/6/1,Wattle Creek WAP 2005,Unknown,Null,"Undertake staged bed and bank works on segment to settle bank erosion through toe groynes, bench establishment and provision of primary channel in bed, fence and plant. Concentrate on upper reach heads first",Stability,Very High,4,WCMA,697942,5912746,"$240,000.00",$-,Completed,,Major incision with active bed erosion in upper segments and bank erosion after finish of primary bed erosion in lower reaches (some minor bed erosion still occurring) direct impact on Wattle Creek - Old Check bank dams breached. Refer Marshall Design Report,,
